threshold,model,project,file,gate_attempt,repeated_error,repeated_action,top_peer_action_at_same_index,votes,peer_successes,peer_models,different_from_repeated_action,effective_total_tokens,log_path
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_step_writeback_invalid_walk_unchanged.rs,12,AssertFail,CASE_ANALYSIS,plain_text_repair,1,1,claude-s4,1,946211,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_writeback_invalid_walk_unchanged-20251128-222059/verus-repair.log
8,gpt5,OS,OS__process_manager__spec_proof__impl2__container_owned_procs_disjoint_inv.rs,13,AssertFail,INSTANTIATE_FORALL,SEQSETMAP,1,1,claude,1,945272,all_batch_results-cyy-gpt5/results-batch_007/o-OS__process_manager__spec_proof__impl2__container_owned_procs_disjoint_inv-20251129-160520/verus-repair.log
8,o4mini,NR,NR__impl_u__os_refinement__interp_vmem_subrange.rs,9,AssertFail,EXTENSIONAL_EQUALITY,INSTANTIATE_EXISTS,2,2,claude claude-s4,1,939489,all_batch_results-cyy-o4mini/results-batch_005/o-NR__impl_u__os_refinement__interp_vmem_subrange-20251127-221703/verus-repair.log
8,o4mini,NR,NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_hl_implies_os.rs,17,AssertFail,INSTANTIATE_EXISTS,ADD_TRIGGER_ASSERT,1,2,claude claude-s4,1,919457,all_batch_results-cyy-o4mini/results-batch_006/o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_hl_implies_os-20251128-001513/verus-repair.log
8,gpt5,IR,IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of.rs,12,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,claude,1,914272,all_batch_results-cyy-gpt5/results-batch_003/o-IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of-20251126-212955/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__pending_map_is_base_walk.rs,13,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,2,3,claude claude-s4 gpt5,0,913661,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__pending_map_is_base_walk-20251129-021000/verus-repair.log
8,claude-s4,NR,NR__impl_u__os_refinement__lemma_map_soundness_equality.rs,18,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,gpt5,1,905759,all_batch_results-cyy-claude-s4/results-batch_005/o-NR__impl_u__os_refinement__lemma_map_soundness_equality-20251203-193507/verus-repair.log
8,o4mini,OS,OS__process_manager__spec_proof__impl2__container_owned_procs_disjoint_inv.rs,11,AssertFail,INSTANTIATE_FORALL,SEQSETMAP,1,1,claude,1,892454,all_batch_results-cyy-o4mini/results-batch_007/o-OS__process_manager__spec_proof__impl2__container_owned_procs_disjoint_inv-20251129-140551/verus-repair.log
8,o4mini,NR,NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_os_implies_hl.rs,10,AssertFail,INSTANTIATE_EXISTS,SEQSETMAP,2,3,claude claude-s4 gpt5,1,885311,all_batch_results-cyy-o4mini/results-batch_006/o-NR__spec_t__os_invariant__lemma_candidate_mapping_inflight_pmem_overlap_os_implies_hl-20251128-004513/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_step_Writeback_post_valid_walk_unchanged.rs,9,AssertFail,CASE_ANALYSIS,COMPUTE,2,2,claude claude-s4,1,864105,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_Writeback_post_valid_walk_unchanged-20251128-214950/verus-repair.log
8,o4mini,NR,NR__impl_u__os_refinement__lemma_inflight_vaddr_implies_hl_unmap_or_map.rs,17,AssertFail,INSTANTIATE_EXISTS,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,1,853272,all_batch_results-cyy-o4mini/results-batch_005/o-NR__impl_u__os_refinement__lemma_inflight_vaddr_implies_hl_unmap_or_map-20251128-000909/verus-repair.log
8,o4mini,AC,AC__vreplicaset_controller__proof__liveness__spec__spec_and_invariants_entails_stable_spec_and_invariants.rs,8,PostCondFail,postcondition_repair,USELEMMA,1,1,gpt5,1,849666,all_batch_results-cyy-o4mini/results-batch_001/o-AC__vreplicaset_controller__proof__liveness__spec__spec_and_invariants_entails_stable_spec_and_invariants-20251126-111201/verus-repair.log
8,o4mini,NR,NR__impl_u__l1__impl2__lemma_interp_of_entry_contains_mapping_implies_interp_aux_contains_mapping.rs,17,AssertFail,CASE_ANALYSIS,INDUCTION,1,3,claude claude-s4 gpt5,1,835452,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__l1__impl2__lemma_interp_of_entry_contains_mapping_implies_interp_aux_contains_mapping-20251127-163730/verus-repair.log
8,claude-s4,NR,NR__spec_t__mmu__rl2__lemma_step_writenonneg_new_walk_has_pending_map.rs,11,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,claude,1,827750,all_batch_results-cyy-claude-s4/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_writenonneg_new_walk_has_pending_map-20251204-050022/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl1_to_set.rs,10,AssertFail,SEQSETMAP,SEQSETMAP,1,2,claude claude-s4,0,825714,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl1_to_set-20251126-075356/verus-repair.log
8,claude,NR,NR__spec_t__mmu__rl2__lemma_step_writenonpos_invalid_walk_unchanged.rs,16,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,gpt5,1,823017,all_batch_results-cyy-claude/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_writenonpos_invalid_walk_unchanged-20251202-025824/verus-repair.log
8,o4mini,OS,OS__process_manager__process_tree__proc_tree_wf_imply_root_is_in_upper_tree.rs,10,AssertFail,INDUCTION,INDUCTION,1,3,claude claude-s4 gpt5,0,820909,all_batch_results-cyy-o4mini/results-batch_007/o-OS__process_manager__process_tree__proc_tree_wf_imply_root_is_in_upper_tree-20251129-123704/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_step_Writeback_post_valid_pt_walk_not_wraddr_in_path.rs,15,AssertFail,INSTANTIATE_FORALL,COMPUTE,2,2,claude claude-s4,1,817107,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_Writeback_post_valid_pt_walk_not_wraddr_in_path-20251128-212336/verus-repair.log
8,claude,AC,AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp_in_flight_at_all_create_to_create_n.rs,13,AssertFail,ADD_TRIGGER_ASSERT,INSTANTIATE_FORALL,1,1,gpt5,1,811800,all_batch_results-cyy-claude/results-batch_001/o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp_in_flight_at_all_create_to_create_n-20251201-064407/verus-repair.log
8,o4mini,OS,OS__allocator__page_allocator_spec_impl__impl2__add_io_mapping_4k.rs,9,AssertFail,INSTANTIATE_FORALL,USELEMMA,2,2,claude claude-s4,1,806299,all_batch_results-cyy-o4mini/results-batch_006/o-OS__allocator__page_allocator_spec_impl__impl2__add_io_mapping_4k-20251128-082728/verus-repair.log
8,claude,OS,OS__process_manager__container_tree__new_container_preserve_tree_inv_5.rs,11,AssertFail,ADD_TRIGGER_ASSERT,plain_text_repair,1,1,claude-s4,1,804701,all_batch_results-cyy-claude/results-batch_007/o-OS__process_manager__container_tree__new_container_preserve_tree_inv_5-20251202-084440/verus-repair.log
8,gpt5,NR,NR__spec_t__mmu__rl2__lemma_step_writeback_invalid_walk_unchanged.rs,12,AssertFail,CASE_ANALYSIS,plain_text_repair,1,1,claude-s4,1,802925,all_batch_results-cyy-gpt5/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_writeback_invalid_walk_unchanged-20251128-172057/verus-repair.log
8,o4mini,OS,OS__kernel__syscall_mmap__impl0__syscall_mmap.rs,8,PostCondFail,postcondition_repair,postcondition_repair,1,1,claude-s4,0,799669,all_batch_results-cyy-o4mini/results-batch_006/o-OS__kernel__syscall_mmap__impl0__syscall_mmap-20251128-182315/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__next_step_preserves_wf.rs,14,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,3,3,claude claude-s4 gpt5,1,792490,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__next_step_preserves_wf-20251129-041722/verus-repair.log
8,claude,NR,NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs,15,AssertFail,SEQSETMAP,USELEMMA,1,1,gpt5,1,792395,all_batch_results-cyy-claude/results-batch_004/o-NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert-20251201-140845/verus-repair.log
8,claude-s4,NR,NR__spec_t__mmu__rl2__lemma_valid_not_pending_implies_equal.rs,14,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,1,gpt5,1,785359,all_batch_results-cyy-claude-s4/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_valid_not_pending_implies_equal-20251204-060445/verus-repair.log
8,claude,ST,ST__logimpl_L_check_fast_way_to_compute_head_mod_log_area_len.rs,10,AssertFail,NONLINEAR_ARITHMETIC,NONLINEAR_ARITHMETIC,1,1,claude-s4,0,781002,all_batch_results-cyy-claude/results-batch_007/o-ST__logimpl_L_check_fast_way_to_compute_head_mod_log_area_len-20251202-180558/verus-repair.log
8,claude,OS,OS__process_manager__container_tree__remove_container_preserve_tree_inv_6.rs,12,AssertFail,ADD_TRIGGER_ASSERT,INSTANTIATE_FORALL,1,3,claude-s4 gpt5 o4mini,1,780642,all_batch_results-cyy-claude/results-batch_007/o-OS__process_manager__container_tree__remove_container_preserve_tree_inv_6-20251202-092107/verus-repair.log
8,claude-s4,NR,NR__impl_u__l1__impl2__lemma_interp_entries_remove_implies_interp_remove.rs,16,AssertFail,SEQSETMAP,NONLINEAR_ARITHMETIC,2,2,gpt5 o4mini,1,779806,all_batch_results-cyy-claude-s4/results-batch_004/o-NR__impl_u__l1__impl2__lemma_interp_entries_remove_implies_interp_remove-20251203-163648/verus-repair.log
8,o4mini,IR,IR__single_delivery_state_v__impl3__un_acked_messages_extend.rs,13,AssertFail,INSTANTIATE_FORALL,ADD_TRIGGER_ASSERT,2,3,claude claude-s4 gpt5,1,771690,all_batch_results-cyy-o4mini/results-batch_003/o-IR__single_delivery_state_v__impl3__un_acked_messages_extend-20251127-073948/verus-repair.log
8,gpt5,OS,OS__slinkedlist__spec_impl_u__impl2__remove_helper5.rs,18,AssertFail,USELEMMA,USELEMMA,1,1,claude-s4,0,771108,all_batch_results-cyy-gpt5/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__remove_helper5-20251129-195547/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_valid_not_pending_implies_equal.rs,13,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,1,gpt5,0,767960,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_valid_not_pending_implies_equal-20251129-010920/verus-repair.log
8,claude-s4,ST,ST__pmemutil_L_single_write_crash_effect_on_pm_regions_view.rs,11,AssertFail,USELEMMA,EXTENSIONAL_EQUALITY,2,3,claude gpt5 o4mini,1,766361,all_batch_results-cyy-claude-s4/results-batch_008/o-ST__pmemutil_L_single_write_crash_effect_on_pm_regions_view-20251204-084850/verus-repair.log
8,claude-s4,AC,AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp__in_flight_at_all_delete_to_delete.rs,19,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,765757,all_batch_results-cyy-claude-s4/results-batch_001/o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp__in_flight_at_all_delete_to_delete-20251203-091802/verus-repair.log
8,claude-s4,ST,ST__inv_L_invariant_imply_crash_recover_for_one_log.rs,15,AssertFail,SEQSETMAP,COMPUTE,1,1,claude,1,749979,all_batch_results-cyy-claude-s4/results-batch_007/o-ST__inv_L_invariant_imply_crash_recover_for_one_log-20251204-164341/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__valid_is_not_in_sbuf.rs,11,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,1,claude,0,748567,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__next_step_preserves_inv_mapping__valid_is_not_in_sbuf-20251129-023437/verus-repair.log
8,gpt5,ST,ST__logimpl_tentatively_append_to_log.rs,8,PreCondFail,precondition_repair,USELEMMA,1,1,claude,1,746168,all_batch_results-cyy-gpt5/results-batch_007/o-ST__logimpl_tentatively_append_to_log-20251130-061437/verus-repair.log
8,claude,NR,NR__impl_u__l1__impl2__lemma_interp_entries_remove_implies_interp_remove.rs,17,AssertFail,SEQSETMAP,NONLINEAR_ARITHMETIC,2,2,gpt5 o4mini,1,722328,all_batch_results-cyy-claude/results-batch_004/o-NR__impl_u__l1__impl2__lemma_interp_entries_remove_implies_interp_remove-20251201-143929/verus-repair.log
8,gpt5,OS,OS__slinkedlist__spec_impl_u__impl2__pop.rs,11,AssertFail,SEQSETMAP,SEQSETMAP,1,1,claude-s4,0,718018,all_batch_results-cyy-gpt5/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__pop-20251129-165547/verus-repair.log
8,claude-s4,ST,ST__inv_L_active_metadata_types_equal_implies_metadata_types_set.rs,16,AssertFail,SEQSETMAP,REVEAL_OPAQUE,1,1,gpt5,1,715186,all_batch_results-cyy-claude-s4/results-batch_007/o-ST__inv_L_active_metadata_types_equal_implies_metadata_types_set-20251204-160236/verus-repair.log
8,gpt5,IR,IR__marshal_v__impl3__lemma_serialize_injective.rs,9,AssertFail,CASE_ANALYSIS,COMPUTE,2,3,claude claude-s4 o4mini,1,711424,all_batch_results-cyy-gpt5/results-batch_003/o-IR__marshal_v__impl3__lemma_serialize_injective-20251126-215955/verus-repair.log
8,claude-s4,AC,AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp_in_flight_at_all_create_to_create_n.rs,17,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,1,gpt5,0,710528,all_batch_results-cyy-claude-s4/results-batch_001/o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp_in_flight_at_all_create_to_create_n-20251203-093521/verus-repair.log
8,gpt5,VE,VE__regular__repetition__impl2__theorem_parse_serialize_roundtrip_helper.rs,9,AssertFail,INDUCTION,REVEAL_WITH_FUEL,1,1,claude,1,708638,all_batch_results-cyy-gpt5/results-batch_008/o-VE__regular__repetition__impl2__theorem_parse_serialize_roundtrip_helper-20251129-181229/verus-repair.log
8,o4mini,NR,NR__impl_u__os_refinement__interp_vmem_update_range.rs,17,AssertFail,INSTANTIATE_EXISTS,INSTANTIATE_EXISTS,2,3,claude claude-s4 gpt5,0,707692,all_batch_results-cyy-o4mini/results-batch_005/o-NR__impl_u__os_refinement__interp_vmem_update_range-20251127-224704/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_step_writenonneg_valid_walk_unchanged.rs,16,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,3,claude claude-s4 gpt5,0,707471,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_step_writenonneg_valid_walk_unchanged-20251128-231729/verus-repair.log
8,gpt5,VE,VE__utils__compare_slice.rs,10,AssertFail,LOOPINV,LOOPINV,2,3,claude claude-s4 o4mini,0,702727,all_batch_results-cyy-gpt5/results-batch_008/o-VE__utils__compare_slice-20251129-190947/verus-repair.log
8,o4mini,NR,NR__spec_t__hlspec__next_step_preserves_inv.rs,18,AssertFail,CASE_ANALYSIS,SEQSETMAP,1,1,claude,1,698831,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__hlspec__next_step_preserves_inv-20251128-145835/verus-repair.log
8,claude,NR,NR__spec_t__mmu__rl2__lemma_mem_view_after_step_write.rs,15,AssertFail,ADD_TRIGGER_ASSERT,CASE_ANALYSIS,1,1,gpt5,1,693545,all_batch_results-cyy-claude/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_mem_view_after_step_write-20251202-014543/verus-repair.log
8,gpt5,OS,OS__slinkedlist__spec_impl_u__impl2__remove_helper1.rs,12,AssertFail,SEQSETMAP,SEQSETMAP,1,1,o4mini,0,684820,all_batch_results-cyy-gpt5/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__remove_helper1-20251129-175547/verus-repair.log
8,o4mini,AC,AC__vreplicaset_controller__proof__helper_lemmas__vrs_rely_condition_equivalent_to_lifted_vrs_rely_condition.rs,15,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,2,claude gpt5,1,683204,all_batch_results-cyy-o4mini/results-batch_001/o-AC__vreplicaset_controller__proof__helper_lemmas__vrs_rely_condition_equivalent_to_lifted_vrs_rely_condition-20251125-221508/verus-repair.log
8,o4mini,AC,AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp__in_flight_at_all_delete_to_delete.rs,13,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,2,claude gpt5,0,682077,all_batch_results-cyy-o4mini/results-batch_001/o-AC__vreplicaset_controller__proof__liveness__terminate__lemma_from_pending_req_in_flight_or_resp__in_flight_at_all_delete_to_delete-20251126-143539/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl3__set.rs,11,AssertFail,SEQSETMAP,EXTENSIONAL_EQUALITY,1,2,claude claude-s4,1,678224,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl3__set-20251126-102511/verus-repair.log
8,o4mini,ST,ST__logimpl_tentatively_append_to_log.rs,16,AssertFail,INSTANTIATE_FORALL,USELEMMA,1,1,claude,1,675958,all_batch_results-cyy-o4mini/results-batch_007/o-ST__logimpl_tentatively_append_to_log-20251130-010608/verus-repair.log
8,gpt5,VE,VE__regular__repetition__impl2__lemma_prefix_secure_helper.rs,9,AssertFail,INDUCTION,USELEMMA,2,3,claude claude-s4 o4mini,1,675440,all_batch_results-cyy-gpt5/results-batch_008/o-VE__regular__repetition__impl2__lemma_prefix_secure_helper-20251129-174229/verus-repair.log
8,gpt5,ST,ST__pmemutil_calculate_crc.rs,10,AssertFail,SEQSETMAP,INDUCTIVE_LEMMA,1,2,claude claude-s4,1,675135,all_batch_results-cyy-gpt5/results-batch_008/o-ST__pmemutil_calculate_crc-20251129-082827/verus-repair.log
8,o4mini,NR,NR__spec_t__os_invariant__lemma_insert_no_overlap_preserves_no_overlap.rs,11,AssertFail,SEQSETMAP,INSTANTIATE_FORALL,2,2,claude claude-s4,1,675025,all_batch_results-cyy-o4mini/results-batch_006/o-NR__spec_t__os_invariant__lemma_insert_no_overlap_preserves_no_overlap-20251128-021841/verus-repair.log
8,claude-s4,NR,NR__spec_t__mmu__rl2__lemma_mem_view_after_step_write.rs,20,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,1,gpt5,0,673394,all_batch_results-cyy-claude-s4/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_mem_view_after_step_write-20251204-043019/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_mem_view_after_step_write.rs,16,AssertFail,EXTENSIONAL_EQUALITY,CASE_ANALYSIS,1,1,gpt5,1,665671,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_mem_view_after_step_write-20251128-195303/verus-repair.log
8,o4mini,NR,NR__spec_t__hlproof__insert_map_preserves_unique.rs,12,AssertFail,SEQSETMAP,INSTANTIATE_FORALL,1,1,gpt5,1,664212,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__hlproof__insert_map_preserves_unique-20251128-123421/verus-repair.log
8,claude,ST,ST__setup_write_setup_metadata_to_region.rs,15,AssertFail,ADD_TRIGGER_ASSERT,EXTENSIONAL_EQUALITY,1,1,o4mini,1,662915,all_batch_results-cyy-claude/results-batch_008/o-ST__setup_write_setup_metadata_to_region-20251202-114725/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__pt_mem__impl0__lemma_pt_walk.rs,15,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,2,2,claude claude-s4,0,662189,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__pt_mem__impl0__lemma_pt_walk-20251128-153451/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl0__lemma_serialization_is_not_a_prefix_of.rs,14,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,claude,1,660892,all_batch_results-cyy-o4mini/results-batch_002/o-IR__marshal_v__impl0__lemma_serialization_is_not_a_prefix_of-20251126-203146/verus-repair.log
8,o4mini,NR,NR__impl_u__l1__impl2__lemma_interp_of_entry_disjoint_mappings.rs,12,AssertFail,INSTANTIATE_FORALL,SEQSETMAP,3,3,claude claude-s4 gpt5,1,660140,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__l1__impl2__lemma_interp_of_entry_disjoint_mappings-20251127-170843/verus-repair.log
8,claude-s4,ST,ST__inv_L_header_bytes_equal_implies_active_metadata_bytes_equal.rs,15,AssertFail,SEQSETMAP,INSTANTIATE_FORALL,1,2,claude gpt5,1,654016,all_batch_results-cyy-claude-s4/results-batch_007/o-ST__inv_L_header_bytes_equal_implies_active_metadata_bytes_equal-20251204-162236/verus-repair.log
8,o4mini,OS,OS__pagetable__pagemap__impl0__set.rs,15,AssertFail,SEQSETMAP,ADD_TRIGGER_ASSERT,1,2,claude claude-s4,1,650806,all_batch_results-cyy-o4mini/results-batch_006/o-OS__pagetable__pagemap__impl0__set-20251128-234430/verus-repair.log
8,gpt5,ST,ST__logimpl_commit.rs,16,AssertFail,USELEMMA,precondition_repair,1,2,claude claude-s4,1,648645,all_batch_results-cyy-gpt5/results-batch_007/o-ST__logimpl_commit-20251130-043114/verus-repair.log
8,claude-s4,AC,AC__vreplicaset_controller__proof__helper_lemmas__vrs_rely_condition_equivalent_to_lifted_vrs_rely_condition.rs,18,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,2,claude gpt5,0,645746,all_batch_results-cyy-claude-s4/results-batch_001/o-AC__vreplicaset_controller__proof__helper_lemmas__vrs_rely_condition_equivalent_to_lifted_vrs_rely_condition-20251202-202942/verus-repair.log
8,claude-s4,OS,OS__process_manager__container_tree__remove_container_preserve_tree_inv_2.rs,18,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,2,3,claude gpt5 o4mini,0,623543,all_batch_results-cyy-claude-s4/results-batch_007/o-OS__process_manager__container_tree__remove_container_preserve_tree_inv_2-20251204-100233/verus-repair.log
8,o4mini,VE,VE__regular__leb128__impl2__lemma_parse_high_8_bits_set_until_last.rs,15,AssertFail,INDUCTION,INDUCTION,1,1,gpt5,0,615948,all_batch_results-cyy-o4mini/results-batch_008/o-VE__regular__leb128__impl2__lemma_parse_high_8_bits_set_until_last-20251129-104433/verus-repair.log
8,claude,OS,OS__slinkedlist__spec_impl_u__impl2__pop.rs,17,AssertFail,CASE_ANALYSIS,SEQSETMAP,1,1,claude-s4,1,615485,all_batch_results-cyy-claude/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__pop-20251202-134110/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl1_remove.rs,12,AssertFail,SEQSETMAP,SEQSETMAP,2,3,claude claude-s4 gpt5,0,609828,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl1_remove-20251126-065356/verus-repair.log
8,gpt5,OS,OS__pagetable__pagemap__impl0__set.rs,13,AssertFail,CASE_ANALYSIS,ADD_TRIGGER_ASSERT,1,2,claude claude-s4,1,609262,all_batch_results-cyy-gpt5/results-batch_006/o-OS__pagetable__pagemap__impl0__set-20251129-053911/verus-repair.log
8,gpt5,NR,NR__spec_t__mmu__rl2__lemma_bits_align_to_usize.rs,10,AssertFail,BIT_VECTOR_REASONING,BIT_VECTOR_REASONING,1,1,claude,0,608794,all_batch_results-cyy-gpt5/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_bits_align_to_usize-20251128-125945/verus-repair.log
8,gpt5,VE,VE__regular__repetition__impl2__lemma_parse_productive_helper.rs,11,AssertFail,INDUCTION,INDUCTION,1,2,claude claude-s4,0,593170,all_batch_results-cyy-gpt5/results-batch_008/o-VE__regular__repetition__impl2__lemma_parse_productive_helper-20251129-171229/verus-repair.log
8,o4mini,ST,ST__subregion_write_relative3.rs,19,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,3,claude claude-s4 gpt5,0,585424,all_batch_results-cyy-o4mini/results-batch_008/o-ST__subregion_write_relative3-20251129-100024/verus-repair.log
8,claude-s4,IR,IR__host_impl_v__impl2__effect_of_delegation_map_set.rs,20,AssertFail,SEQSETMAP,EXTENSIONAL_EQUALITY,2,2,claude gpt5,1,584892,all_batch_results-cyy-claude-s4/results-batch_002/o-IR__host_impl_v__impl2__effect_of_delegation_map_set-20251203-062218/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_finish_iter_walk_valid_with_nonpos_write_in_path.rs,12,AssertFail,CASE_ANALYSIS,BIT_VECTOR_REASONING,2,3,claude claude-s4 gpt5,1,583011,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_finish_iter_walk_valid_with_nonpos_write_in_path-20251128-181154/verus-repair.log
8,o4mini,AL,AL__entails_implies_leads_to.rs,9,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,0,582240,all_batch_results-cyy-o4mini/results-batch_001/o-AL__entails_implies_leads_to-20251126-214742/verus-repair.log
8,claude,IR,IR__marshal_v__impl4__lemma_serialize_injective.rs,15,AssertFail,SEQSETMAP,EXTENSIONAL_EQUALITY,1,1,o4mini,1,581681,all_batch_results-cyy-claude/results-batch_003/o-IR__marshal_v__impl4__lemma_serialize_injective-20251201-075840/verus-repair.log
8,o4mini,MA,MA__commit_mask__impl__lemma_view.rs,13,AssertFail,INSTANTIATE_FORALL,SEQSETMAP,2,3,claude claude-s4 gpt5,1,579627,all_batch_results-cyy-o4mini/results-batch_003/o-MA__commit_mask__impl__lemma_view-20251127-205253/verus-repair.log
8,o4mini,ST,ST__pmemutil_calculate_crc_bytes.rs,13,AssertFail,SEQSETMAP,SEQSETMAP,1,1,claude,0,576453,all_batch_results-cyy-o4mini/results-batch_008/o-ST__pmemutil_calculate_crc_bytes-20251129-055753/verus-repair.log
8,o4mini,MA,MA__bin_sizes__result_bin.rs,13,AssertFail,INDUCTION,termination_repair,1,3,claude claude-s4 gpt5,1,574779,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__result_bin-20251127-162203/verus-repair.log
8,gpt5,NO,NO__spec__unbounded_log__LogRangeMatchesQueue_append_other.rs,13,AssertFail,INSTANTIATE_FORALL,INDUCTION,2,2,claude claude-s4,1,569778,all_batch_results-cyy-gpt5/results-batch_004/o-NO__spec__unbounded_log__LogRangeMatchesQueue_append_other-20251127-053238/verus-repair.log
8,claude-s4,NR,NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs,15,AssertFail,INDUCTION,USELEMMA,1,1,gpt5,1,568247,all_batch_results-cyy-claude-s4/results-batch_004/o-NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert-20251203-161205/verus-repair.log
